2004–	2004-
fuomašuvvoje	fuomášuvvoje
fuomšin	fuomášin
fuonašit	fuonášit
fuonet	fuonit
fuopmá	fuobmá
fuopmái	fuobmái
fuopmájin	fuobmájin
fuopmájit	fuobmájit
fuopmán	fuobmán
fuopmát	fuobmát
fuorra	fuorrá
fuorragávpašeami	fuorragávppašeami
fuorragávppošeapmi	fuorragávppašeapmi
fuorrakunddáriid	fuorrakundáriid
fuođđoriggodagaŧ	fuođđoriggodagat
fylkkaboazo	fylkkaboazu
fylkkageaidnunehttii	fylkkageaidnonehttii
fylkkageaidnuplána	fylkkageaidnoplána
fylkkageainnuneahtas	fylkkageaidnoneahtas
fylkkageainnuplánas	fylkkageaidnoplánas
fylkkagirjerádjusii	fylkkagirjerádjosii
fylkkagirjerádjusiin	fylkkagirjerádjosiin
fylkkáin	fylkkain
fysioterapijja	fysioterapiija
fábmu	fápmu
fágagirjjalašvuohta	fágagirjjálašvuohta
fágalaccat	fágalaččat
fágaoahpahussain	fágaoahpahusain
fágálaš	fágalaš
fáhkát	váhkát
fáktoraid	fáktoriid
fál-lat	fállat
fáladaga	fálaldaga
fáladagaide	fálaldagaide
fáladagain	fálaldagain
fálla	fállá
fáládaga	fálaldaga
fáláldagaid	fálaldagaid
fáláldat	fálaldat
fámuhuhtui	fámuhuhttui
fánas	fanas
fángan	fáŋgan
fángavuhtii	fáŋgavuhtii
fángavuođas	fáŋgavuođas
fánggaid	fáŋggaid
fántaseremat	fantaseremat
fápmo	fápmu
fárgga	fargga
fárggamusat	farggamusat
fárrolágaid	fárrolagaid
fátmasta	fátmmasta
fátmastit	fátmmastit
fávdnadit	fávdnádit
fávorihtta	favorihtta
fáxen	fáksen
fáxet	fákset
fáŋgabargiidde	fáŋgabargiide
fáŋgán	fáŋgan
gafeja	kaféa
gahcahatvuoigatvuodaid	gahčahatvuoigatvuođaid
gahcahatvuoigatvuodain	gahčahatvuoigatvuođain
gahcahatvuoigatvuodat	gahčahatvuoigatvuođat
gahppira	gahpira
gaibidat	gáibidat
galduid	gálduid
galga	galgá
galgai	galggai
galgaše	galggaše
galgašii	galggašii
galggaigga	galggaiga
galggašeaigga	galggašeigga
galggaši	galggašii
galggašivčče	galggašii
galggái	galggai
galggášii	galggašii
galgái	galgá
galladin	galládin
gallanan	gallánan
gallas	gallás
ganddat	gánddat
ganttestuvvet	gantteštuvvet
gappus	gáppus
garasiid	garrasit
gardai	gárdái
garihuhttá	gárihuhttá
garja	garjá
garnisuvnnat	garnisovnnat
garraseamosit	garrasepmosit
garrodit	garrudit
garrásit	garrasit
garvvis	gárvvis
garvánit	gárvánit
garžžideapmin	gáržžideapmin
gaska-ahkásaš	gaskaahkásaš
gaskaboddosaccat	gaskaboddosaččat
gaskaboddosaččaŧ	gaskaboddosaččat
gaskaboddosččaide	gaskaboddosaččaide
gaskaid	gaskkaid
gaskamuttos	gaskkamuttus
gaskaneaneaset	gaskaneaset
gaskarievttiš	gaskarievttis
gaskaváhko	gaskavahku
gaskkaiduvvá	gaskkalduvvá
gakkal	gaskal
gaskkavuohta	gaskavuohta
gaskku	gasku
gaskkálduvvat	gaskkalduvvat
gaskohagaid	gaskkohagaid
gaslggaše	galggaše
gassege	goassege
gaup	Gaup
gavcci	gávcci
gavdnan	gávdnan
gavdnat	gávdnat
gavdno	gávdno
gavdná	gávdná
gavnna	gávnna
gavnnaheigga	gávnnaheigga
gavno	gávdno
gavpebáikái	gávpebáikái
gavpolmmai	gávpeolmmái
gazaldaga	gažaldaga
gazzastan	gaccastan
gazzastuvvo	gaccastuvvo
geaddus	geaiddus
geadgelágit	geađgelágit
geafivuoa	geafivuođa
geagrafálaččat	geográfalaččat
geah-ččit	geahččit
geahccat	geahččat
geahka	geahká
geahpádeapmi	geahpadeapmi
geahčadeapmai	geahčadeapmái
geahčadia	geahčada
geahčalan	geahččalan
geahčatahkii	geahčastahkii
geahčá	geahččá
geahčča	geahččá
geahččen	geahčen
geahččuide	geahčuide
geai-dudeaddji	geiddodeaddji
geainguin	geaiguin
gealbbudahtti	gealbudahtti
gearde	geardde
gearduhii	geardduhii
gearpmáš	gearpmaš
geassa	geassá
geasse	gease
geasseorogat	geasseorohat
geassádá	geassáda
geastige	geastege
geasuheadje	geasuheaddji
geatkit	geatkkit
geatnegagasvuođaide	geatnegasvuođaide
geatnegahttejit	geatnegahttet
geatnegahttejuvvon	geatnegahttojuvvon
geatnegasvuođ	geatnegasvuođa
geatnegattot	geatnegahttot
geatnegáhttá	geatnegahttá
geatnogahtton	geatnegahtton
geavaga	geavaha
geavahandilálašvuođaŧ	geavahandilálašvuođat
geavahanvuoigatvuoda	geavahanvuoigatvuođa
geavahanvuoigatvuodas	geavahanvuoigatvuođas
geavaheaddái	geavaheaddjái
geavaheameš	geavaheames
geavaheapmai	geavaheapmái
geavahepmi	geavaheapmi
geavahuvo	geavahuvvo
geavahá	geavaha
geavhana	geavahan
geavva	geavvá
geaváhuvvon	geavahuvvon
geađgeeiggi	geađgeáiggi
geaŧki	geatki
geaŧkki	geatkki
gedosis	geidosis
gehtte	gehte
gehčadeapmai	geahčadeapmái
gehččit	gehččiid
gelbolašvuođahuksemiid	gelbbolašvuođahuksemiid
genretriijalaččaide	geretriijalaččaide
geografalaccat	geográfalaččat
geográfálaš	geográfalaš
geretriijalžžii	geretriijalažžii
gergujuvvui	gergojuvvui
getkiid	getkkiid
gi	gii
gida	giđa
giddagasás	giddagasas
giddegassii	giddagassii
giebahuhttan	giebahuhttán
giedahallá	gieđahallá
giehtalága	giehtalaga
giehttaduoddjái	giehtaduodjái
gielaoahppaheapmai	giellaoahpaheapmái
gieldabarggiide	gieldabargiide
giellabiesi	giellabeasi
giellanjuolggasusaid	giellanjuolggadusaid
giellarádi	giellaráđi
gierda	gierdá
gierdatmeahttumiidda	gierdameahttumiidda
gievvolaš	gievvulaš
gieđavuollai	gieđavuollái
gihpagačča	gihppagačča
giisavuođus	giisávuođus
giitii	giittii
giitta	gitta
giljobaša	giljobačča
gillajumiid	gillájumiid
gillan	gillán
gillaraiid	gillariid
gillat	gillát
gilljáda	giljáda
gilláimušastis	gillámušastis
gilvvakeahttá	gilvvikeahttá
girddet	girdet
girdifidnodagain	girdifitnodagain
girdinšilljut	girdinšiljut
girdiseaivunšiljju	girdiseaivunšilju
girdisealskáhpat	girdiselskáhpat
girdišilljuid	girdišiljuid
girdišilljuide	girdišiljuide
girdišilljuiguin	girdišiljuiguin
girdišilljuin	girdišiljuin
girjebálkášumi	girjebálkkašumi
girjerádjusa	girjerádjosa
girjerádjusbálvalusaid	girjerájusbálvalusaid
girječáliid	girječálliid
girjiid	girjjiid
girjjalašvuođa	girjjálašvuođa
girjjača	girjjáža
girjjid	girjjiid
girjjistit	girjjistis
girjjálašvuoa	girjjálašvuođa
girjjálašvuoas	girjjálašvuođas
girkohearra	girkohearrá
girkustit	girkustis
gisttáid	gistáid
gitarra	gitárra
gittá	gitta
givssiidin	givssidin
givssuide	givssiide
givásii	giivásii
giđabeallai	giđabeallái
giđasdálvvi	giđasdálvve
giđá	giđa
giđđajietnjačáhci	giđđajiekŋačáhci
gižu	giža
gnddat	gánddat
goabba	goabbá
goabbage	goabbáge
goabbašat	goappašat
goaberdávda	guoberdávda
goabir	guobir
goalmmadin	goalmmádin
goalmmat	goalmmát
goappa	goappá
goappage	goappáge
goappašaga	goappašagat
goappašage	goappásge
goappašet	goappašat
goappešit	goappešiid
goappášagat	goappašagat
goarggustallin	goarggostallin
goasesge	goassege
goasi	goasii
goaskina	goaskima
goaskiniid	goaskimiid
goassega	goassege
goassiige	goassige
goastarássešilju	goanstarássešilju
goavddiŧ	goavddit
goddesáhpaniid	goddesáhpániid
gohccekeahttá	gozekeahttá
gohčoduvo	gohčoduvvo
gohččamuššii	gohccámuššii
gohččuda	gohččoda
gohččujuvvun	gohččojuvvon
gohččán	gohccán
gohččát	gohccát
goikebiergut	goikebierggut
goikkebuoiddi	goikebuoiddi
goikáid	goikkehiid
goitege	goitge
goitot	goittot
goitotge	goittotge
goittoge	goittotge
gokcat	gokčat
gokcá	gokčá
gokča	gokčá
gokčojuvo	gokčojuvvo
golatkeahtta	golatkeahttá
golbmagoalmmatlotduhát	golbmagoalmmátlohkáiduhát
golbmaloht	golbmalot
golbmalotgeardásaččat	golmmalotgeardásaččat
golbmalotjahkásaš	golmmalotjahkásaš
golbmása	golbmasa
golbmásis	golbmasis
golf-časkima	golfačaskima
golf-časkimin	golfačaskimin
golf-časkimis	golfačaskimis
golf-časkin	golfačaskin
golggida	golggiida
golmmadagaide	goalmmádasaide
golmmadahkii	goalmmádassii
golmmadat	goalmmádat
golmmaoasát	golmmaoasat
golmmá	golmma
golmmás	golmmas
gomovuođa	gomuvuođa
gonagasreabbabivdui	gonagasreabbábivdui
gonagasreabbáid	gonagasreappáid
gonagasriikkii	gonagasriikii
gonagsreabbámáddodagat	gonagasreabbámáddodagat
gorudit	gorudat
gorzziin	goržžiin
gorževuoigatvuodaid	gorževuoigatvuođaid
gottahalai	gottáhalai
gottahallan	gottáhallan
gottahalle	gottáhalle
gottehagaide	gohttehagaide
gottehahkii	gohttehat
gottid	gottiid
govdabádde	govdabáddi
govdafierbmefylkkii	govdafierbmefylkii
govtte	guovtti
govttohemet	govttoheamit
govvafirji	govvagirji
govvenaperáhta	govvenapparáhta
govvenapparahta	govvenapparáhta
govvidedjiide	govvideddjiide
govviduvvujit	govviduvvojit
govádagat	govadagat
gozihanmihttideapmin	gozihanmihtideapmin
gođáfáhcca	gođafáhcca
grada	gráda
grafálaš	gráfalaš
gramatihkka	grammatihkka
grehkalaš	greikkalaš
grenselinja	rádjelinjá
grillrestauránta	grillarestoráŋŋa
gudjejin	guđjejin
gudnibálkkášupmi	gudnebálkkašupmi
gudnimielahttovuođa	gudnemiellahttovuođa
guffariin	goaffariin
guhkas	guhkás
guhkeduvui	guhkiduvvui
guhkelebbui	guhkkelebbui
guhkelii	guhkkelii
guhkeliidda	guhkkeliidda
guhkelis	guhkkelis
guhkilii	guhkkelii
guhkitáigai	guhkitáigái
guhkkeleabbui	guhkkelebbui
guhkkeli	guhkkelii
guhkkes	guhkes
guhkkiduvvot	guhkiduvvot
guhkkimusat	guhkimusat
guhkodaga	guhkkodaga
guhkosaš	guhkkosaš
guhta	guhtta
guhtojuvvo	guhttojuvvo
guhttaliid	guhtaliid
guimmiset	guoimmiset
guit	goit
guitot	guittot
guktut	guktot
gulaahussii	gulahussii
gulaskuddanma	gulaskuddama
gulaskullamiidda	gulaskuddamiidda
gulaskuttamis	gulaskuddamis
gulddálmasaid	gulddalmasaid
gulla	gullá
gullahallaninstánsa	gulahallaninstánsa
gullai	gulai
gullogovaid	gullugovaid
gulvui	guvlui
gulái	gulai
guláskuddamii	gulaskuddamii
guláskuddamiid	gulaskuddamiid
guláskuddamiidda	gulaskuddamiidda
guláskuddan	gulaskuddan
guláskuddancealkámušaid	gulaskuddancealkámušaid
guláskuddanáiggi	gulaskuddanáiggi
guláskuddanáigi	gulaskuddanáigi
guláskuddat	gulaskuddat
guoddalanásahuš	guoddalanásahus
guohppárdárogielas	guohpárdárogielas
guohtonÂ­eatnamiid	guohtoneatnamiid
guohtovuoigavuohta	guođohanvuoigatvuohta
guohttehehket	guottehehket
guoikkanas	goaikkanas
guoikkanasat	goaikkanasat
guoktasa	guoktása
guoktegávdnái	guovttegávdnái
guokteloht	guoktelot
guoktelotduháhiin	guoktelogiduháhiin
guoktelotduhát	guoktelogiduhát
guokten	guoktin
guoktenuppelotjahkásaš	guovttenuppelotjahkásaš
guolelfoanddas	guollefoanddas
guolelhálddašan	guollehálddašan
guolle	guolli
guollebiepmama	guollebiebmama
guollebiepmanrusttegat	guollebiebmanrusttegat
guollebivdovuoigatvuoda	guollebivdovuoigatvuođa
guollebivdovuoigatvuodaid	guollebivdovuoigatvuođaid
guollebivdovuoigatvuodaideaset	guollebivdovuoigatvuođaideaset
guollebivdovuoigatvuodain	guollebivdovuoigatvuođain
guollebivdovuoigatvuodat	guollebivdovuoigatvuođat
guolleboránis	guolleboranis
guolledikšunbivdimiš	guolledikšunbivdimis
guollenjálga	guollenjálgá
guolmmát	goalmmát
guolásteddjit	guolásteaddjit
guolástusministtara	guolástusministara
guooibmás	guoibmás
guooktelogátnuppi	guokteloginuppi
guora-hallá	guorahallá
guorahalla	guorahallá
guorbmevávdnageainnuŧ	guorbmevávdnageainnut
guoska	guoská
guoskagoahta	guoskagoahtá
guoskeváš	guoskevaš
guoskká	guoská
guosselogaldallamistis	guosselogaldallamisttis
guosská	guoská
guovdageainnulaš	guovdageaidnulaš
guovddačis	guovddážis
guovddása	guovddáža
guovddázžiidda	guovddážiidda
guovddášbelodat	guovddášbellodat
guovddášhálddahuš	guovddášhálddahus
guovdo	guovdu
guovllomeaštira	guovllumeaštára
guovllos	guovllus
guovlluguovdásaš	guovlluguovdasaš
guovlloguovdasaš	guovlluguovdasaš
guovllulaccat	guovlulaččat
guovllolaš	guvllolaš
guovlluglas	guvllolaš
guovllunisonguovddáš	guovllunisoguovddáš
guovloekolagalaš	guovloekologalaš
guovlolaš	guovlulaš
guovluin	guovlluin
guovluministtar	guovloministtar
guovlupolitihkka	guovlopolitihkka
guovluráđiin	guovlluráđiin
guovssahas	guovssahasat
guovssahasa	guovssahasaid
guovssahassii	guovssahasaide
guovssugeaži	guovssogeaži
guovttebealaŧ	guovttebealat
guovttegielalašvuoda	guovttegielalašvuođa
guovtteoasaŧ	guovtteoasat
guovtteoasát	guovtteoasat
guovtteolil	guovtteollil
guovtteolilis	guovtteollilis
guovttesuoraŧ	guovttesuorat
guovttus	guovttos
guovvluin	guovlluin
guovčča	guovžža
guođohit~	guođohit
guođá	guođđá
gurotbellodaga	gurutbellodaga
gurpmjid	gurpmiid
gurutbellodag	gurutbellodat
gustojeddji	gustojeaddji
gustošivčče	gustošedje
gusáid	gusaid
guvhlariid	guvhlláriid
guvllui	guvlui
guvlluin	guovlluin
guđostahttet	guođostahttet
guđá	guđa
guška	gušká
gáVdnosat	gávdnosat
gábidivčče	gáibidivčče
gáddai	gáddái
gáddevuoigatvuodat	gáddevuoigatvuođat
gádnat	gávdnat
gáfadiš	gáfadis
gáfejai	kaféii
gáhppalaga	gáhppálaga
gáhppalagas	gáhppálagas
gáibadus	gáibádus
gáibadusa	gáibádusa
gáibadusaid	gáibádusaid
gáibadusat	gáibádusat
gáibida	gáibida
gáibideada	gáibideaba
gáibiduvvojiŧ	gáibiduvvojit
gáibiđivččii	gáibidivččii
gáibádii	gáibidii
gáibádusamet	gáibádussamet
gáibádusaŧ	gáibádusat
gáibáduš	gáibádus
gáiddusjohttimaŧ	gáiddusjohtimat
gáididahkes	gáibidahkes
gáidánuohtiin	gáidánuhtiin
gáikkodit	gaikkodit
gáinuhtiin	gáidánuhtiin
gáissaid	gáissáid
gáissat	gáissát
gál	gal
gálbmojit	galbmojit
gálbmot	galbmot
gálbmu	galbmo
gáldduid	gálduid
gáldit	gáldet
gálgaše	galggaše
gálggadeamuš	gálggadeamoš
gálvejohttu	gálvojohtu
gánga	gáŋga
gánggaid	gáŋggaid
gánggain	gáŋggain
gánggáiguin	gáŋggaiguin
gánnaha	gánnáha
gánnahahtti	gánnáhahtti
gánneta	gánneha
gánnnehahtti	gánnehahtti
gánnáhahttii	gánnáhahtii
gápogis	gávpogis
gáranasaŧ	gáranasat
gárddii	gárddiid
gárggiideamiin	gárggiidemiin
gárpi	garpi
gárppiide	garppiide
gárpái	garpái
gárrenmirkkoid	gárrenmirkkuid
gárvan	gárván
gárvana	gárvána
gárvanan	gárvánan
gárvanii	gárvánii
gárvanit	gárvánit
gárvanivččii	gárvánivččii
gárvasit	gárvásit
gárvá	gárvásat
gáržžekeahttá	gáržžitkeahttá
gáržžetkeahttá	gáržžitkeahttá
gáržžikeahttá	gáržžitkeahttá
gáskamuttus	gaskamuttus
gáskas	gaskkas
gáskkasit	gáskkašit
gáskkedan	gáskkiidan
gáskkimis	gáskimis
gássáid	gáissáid
gátjut	gádjut
gáttan	gáttán
gáttat	gáttát
gávccat	gávccát
gávccejahkásaš	gávccijahkásaš
gávccenuppelogis	gávccinuppelogis
gávccenuppelot	gávccinuppelot
gávdna	gávdná
gávdnakeahttá	gávnnakeahttá
gávdnojumiŧ	gávdnojumit
gávdnujit	gávdnojit
gávdnun	gávdnon
gávnnhan	gávnnahan
gávotgazzaid	gávotgaccaid
gávpejasaŧ	gávpejasat
gávpejassearvviŧ	gávpejassearvvit
gávppoga	gávpoga
gávppogii	gávpogii
gávppogiidda	gávpogiidda
gávppogis	gávpogis
gávppošedje	gávppašedje
gávppošit	gávppašit
gážaldagaid	gažaldagaid
gážaldat	gažaldat
hahká	háhká
halddašanláš	hálddahuslaš
halddášeami	hálddašeami
halidehpet	háliidehpet
halidit	háliidit
hallat	hállat
have	háve
havkan	hávkan
havski	hávski
heahpát	heahpat
heahtidilli	heahtedilli
heaitihin	heaittihit
heaitihit	heaittihit
heaitthit	heaittihit
heaittiheameš	heaittiheames
heaittihuvui	heaittihuvvui
heaiveheami	heiveheami
heaivet	beaivet
heajomus	heajumus
heajot	heajut
heakkaheahtáhaš	heakkaheahtahaš
healbahit	healbadit
heallumálemaŧ	heallomálemat
heanggastuvvojit	heaŋggastuvvojit
heardduhemiid	hearddohemiid
heastavuoddjimat	heastavuodjimat
heađáláččaid	heađálaččaid
heaŋga	heaŋgá
heddjonan	hedjonan
hehtara	hehtára
heitihit	heaittihit
heitogat	heittogat
heittihit	heaittihit
heivehallaŧ	heivehallat
heiveheapni	heiveheapmi
heivolaš	heivvolaš
hengojit	heŋgojit
hettihuvvot	heaittihuvvot
heŋggojuvvon	heŋgojuvvon
hilgunfanasortneŧ	hilgunfanasortnet
hirbmastuvvan	hirpmástuvvan
hirbmát	hirbmat
hirpmastuvvan	hirpmástuvvan
hirpmáhuvvai	hirpmahuvai
historihkár	historihkar
historiijjás	historjjás
historja	historjá
historjagirjjiid	historjágirjjiid
historjagirjjit	historjágirjjit
historjasearvi	historjásearvi
historjaservviide	historjáservviide
historjii	historjái
historjja	historjjá
historjjalaš	historjjálaš
historjjaláš	historjjálaš
historjjas	historjjás
historjjasearvvit	historjásearvvit
hliidit	háliidit
hoahkkala	hoahkala
hobehiŧ	hobehit
hoffain	hoavain
hohtet	bohtet
homofiilaid	homofiillaid
homofiilalaš	homofiillalaš
homofiliášši	homofiilaášši
homofiliáššis	homofiilaáššis
hovddejuvvojit	hovdejuvvojit
hu	hui
huikimiida	huikimiidda
hukse-juvvon	huksejuvvon
huksejuvui	huksejuvvui
huksenkeahttá	huksekeahttá
hukseáššiid	huksenáššiid
huksešivčče	huksešedje
humašivččii	humašii
humoristalaččat	humoristtalaččat
humoristalaš	humoristtalaš
humádi	humadii
huob-máiga	huobmáiga
huorre	buorre
hupmán	hupman
hupmát	hupmat
hutkaivuođa	hutkáivuođa
hutkamokta	hutkanmokta
hutkkás	hutkás
huškkesta	huškkasta
huškkestit	huškkastit
huškobeahtti	huškubeahtti
hvddaheapme	huvddaheapme
hymn-aid	hymnaid
hyttá	hytta
hyttái	hyttai
hyttás	hyttas
há-miid	hámiid
háddesupmi	haddesupmi
háddi	haddi
háddjana	hádjána
háddjanan	hádjánan
háddjanit	hádjánit
hádje	háddje
háhpardahttá	háhpárahttá
háhtteŧ	háhttet
hálbbibin	hálbbibun
háldašeami	hálddašeami
hálddahuseisseváldiide	hálddahuseisseválddiide
hálddahuslaccat	hálddahuslaččat
hálddahussi	hálddahussii
hálddasit	hálddašit
hálddašangeavaŧ	hálddašangeavat
hálddašeamiin	hálddašemiin
hálddašeapmai	hálddašeapmái
hálddet	háldet
háldidivčče	háliidivčče
háldiida	háliida
háledit	háliidit
hálidá	háliida
hálii	hállii
hálkkui	bálkkui
hálkogonagaš	hálkagonagas
hállagoahtet	hállagohtet
háltiide	hálttiide
hápmet	hábmet
hárdášit	hárddašit
hárjahallamiin	hárjehallamiin
hárjanan	hárjánan
hárjaneapmi	hárjáneapmi
hárjanit	hárjánit
hárje-hallagoahtán	hárjehallagoahtán
hárjehalanáiggiid	hárjehallanáiggiid
hárjehallamiida	hárjehallamiidda
hárjáhallan	hárjehallan
hárvebut	hárvvibut
hásttalusaid	hástalusaid
hástálussan	hástalussan
hátti	hatti
háttiid	hattiid
háttit	hattit
hávdaduvvot	hávdáduvvot
hávdeboraŧ	hávdeborat
háven	hávvin
háves	hávis
hávskas	hávskás
hávskkit	hávskit
hávsse	havsse
iF	IF
idealistalaš	idealisttalaš
iden-titehta	identitehta
ideđis	iđedis
ieas	iežas
ieaset	iežaset
ieažas	iežas
ieažaset	iežaset
ieguđetlágan	iešguđetlágan
iehcanas	iehčanas
iehččanassii	iehčanassii
ienastanlihppu	jienastanlihppu
ieseaiggáŧ	iešeaiggát
iezas	iežas
ieš-guđetlágan	iešguđetlágan
iešbukorre	iešbuorre
iešgu-đetlágan	iešguđetlágan
iešgudet	iešguđet
iešgudetge	iešguđetge
iešgudetlágan	iešguđetlágan
iešguđelágan	iešguđetlágan
iešguđete	iešguđetge
iešguđetlagan	iešguđetlágan
iešjávrris	Iešjávrris
iešluohtttámuš	iešluohttámuš
iešmearredeami	iešmearrideami
ieštivrajupmi	iešstivrejupmi
ieštivrejumi	iešstivrejumi
ieštivrejumis	iešstivrejumis
ieštivrejupmi	iešstivrejupmi
iežadeamet	iežaideamet
iežadeatte	iežaideatte
iežadeattet	iežaideattet
iežaineasetguin	iežaineaset
iežanassii	iehčanassii
iežaseat	iežaset
iežasga	iežaska
iežasgova	iešgova
iežasit	iežaset
iežaskka	iežaska
iežaš	iežas
iežái-guin	iežáiguin
ihcalas	ihcalis
ihkenassii	ihkinassii
ihkinas	ihkenas
ihkkinassii	ihkinassii
ihku	ihkku
ihtiin	ihttin
ihtohalái	ihttohalai
ijá	ija
ilhmi	ilbmi
ille	illá
illudetje	illudedje
ilmmuheamiid	ilmmuhemiid
ilmmái	ilmmai
iludet	ilodet
ilusin	ilus
imaštallai	imaštalai
imaštálla	imaštallá
imášin	imašin
imášlaš	imašlaš
imáštalan	imaštalan
imáštallan	imaštallan
imáštallat	imaštallat
imáštallá	imaštallá
in-strumeanttat	instrumeanttat
inceastta	inseastta
incesta	inseasta
individa	indiviida
industiijabáikái	industriijabáikái
industriai	industriijai
industrialaš	industriijalaš
industriijačiidda	industriijažiidda
industriijjain	industriijain
inga	Inga
ingeniørat	ingenievrrat
iniatiiva	initiatiiva
iniatiivvat	initiatiivvat
inkasso	inkásso
innoatiiva	innovatiiva
inspirašudvii	inspirašuvdnii
inspirerejuvvun	inspirerejuvvon
instituhtii	instituhttii
instruksaid	instruvssaid
instrumentai	instrumentii
inteligeansa	intelligeansa
inteligeansaide	intelligeanssaide
inteligeanttaide	intelligeanttaide
inteligensii	intelligensii
inteligentii	intelligentii
internahta	internáhta
internašunálalaččat	internašuvnnalaččat
interneta	Interneta
internáhtti	internáhttii
internášunálalaččat	internašuvnnalaččat
intrimstivras	interimstivrras
inuihttalaš	inuihtalaš
inuit	inuihta
ipmardusa	ipmárdusa
ipmidit	ipmirdit
ipmird	ipmir
ipmirmeahttuneabbo	ipmirmeahttuseabbo
ipmárdit	ipmirdit
ipmášiid	ipmašiid
isidas	isidis
iska	iskka
iskademiidda	iskkademiide
iskanvuoigatvuoda	iskanvuoigatvuođa
iskkademiidda	iskkademiide
isolašudvii	isolašuvdnii
issopa	iissopa
issotgeahčái	iissotgeahčái
itálijagiela	itáliagiela
ivgogákti	Ivgu-gákti
ivgogáktái	Ivgu-gáktái
ivgogávtti	Ivgu-gávtti
ivgudialeavttas	Ivgu-dialeavttas
ivgugávttiid	Ivgu-gávttiid
ivnnat	ivnnát
jaa	ja
jaga	jagi
jagii	jagiid
jagimalle	jagimálle
jagás	jagáš
jagáá	jagáš
jahkai	jahkái
jahkan	jáhkán
jahkasaččaide	jahkásaččaide
jahkasaš	jahkásaš
jahkašas	jahkásaš
jahke	jáhke
jahkediedáhus	jahkedieđáhus
jahkehahtti	jáhkehahtti
jahkemolssomis	jahkemolsumis
jahkenjealljehasas	jahkenjealjehasas
jahkečoakkin	jahkečoahkkin
jahkkehahtti	jáhkehahtti
jahkkit	jáhkkit
jahkku	jáhkku
jahkkásaš	jahkásaš
jahkásaccat	jahkásaččat
jahkásáš	jahkásaš
jalddán	jálddán
jalden	jálden
jaldit	jáldit
janitsarmusihkka	janitsjarmusihkka
jas	ja
jaskka	jaska
jaskkes	jaskes
javkaduvvot	jávkaduvvot
javkán	jávkan
javrris	jávrris
javrrit	jávrrit
jea	ja
jeagelrajis	jeagelrájis
jeaguheapmin	jeagoheapmin
jeahkala	jeahkála
jeahkaliid	jeahkáliid
jeahkaliin	jeahkáliin
jeahkalis	jeahkális
jearaladat	jearaldat
jearatgeahtta	jearatkeahttá
jearatgeahttá	jearakeahttá
jearhallat	jearahallat
jearldat	jearaldat
jearra	jearrá
